"id","name","category","low_price","high_price","median_price","description"
"2229","eNom Professional Email","IT Infrastructure",NULL,NULL,NULL,"Enom, Inc. is a domain name registrar and Web hosting company that also sells other products closely tied to domain names, such as SSL certificates, e-mail services, and Website building software."
"2230","Hostek.com","IT Infrastructure",NULL,NULL,NULL,"Hostek.com is a hosting provider offering a range of services including Shared, VPS, Reseller Hosting, and WordPress Optimized Servers. It guarantees uptime through a redundant infrastructure and provides first-class, responsive tech support, proactive security measures, and hands-free server management."
"2231","Hostexpress","IT Infrastructure",NULL,NULL,NULL,"Hostexpress is a cloud-based hosting platform for web applications and websites."
"2232","HostPapa","IT Infrastructure",NULL,NULL,NULL,"HostPapa is a Canadian-based privately owned web hosting company that provides shared, reseller, and virtual private server hosting."
"2233","HugeDomains","IT Infrastructure",NULL,NULL,NULL,"HugeDomains is a domain name registration and marketplace service."
"2234","Hostt","IT Infrastructure",NULL,NULL,NULL,"Free website hosting and website builder tools made in California. "
"2235","Impact Dialing","IT Infrastructure",NULL,NULL,NULL,"This website is for sale! impactdialing.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, impactdialing.com has it all. We hope you find what you are sear..."
"2236","LinQhost","IT Infrastructure",NULL,NULL,NULL,"LinQhost offers managed hosting solutions and the best support for your website, application, or platform. Reliable and specialized."
"2237","InstaWP","IT Infrastructure",NULL,NULL,NULL,"InstaWP is a platform that allows users to create instant WordPress sites for development, testing, and staging purposes. It offers features like templates, configurations, and hosting options."
"2238","Liquid Net","IT Infrastructure",NULL,NULL,NULL,"Welcome to the homepage of LiquidNet Ltd. - the company, which designed and developed the only free reseller hosting program in the web hosting business."
"2239","InMotion Hosting","IT Infrastructure",NULL,NULL,NULL,"InMotion Hosting is a top rated U.S. based web hosting company offering Shared Hosting, Reseller Hosting, VPS Hosting and Dedicated Servers."
"2240","iwantmyname","IT Infrastructure",NULL,NULL,NULL,"Buy your domain name for the best personal and business web applications, no web hosting required. Register international domains and country code domains for your online identity now."
"2241","MrDomain","IT Infrastructure",NULL,NULL,NULL,"You'll dominate your domains    MrDomain: http://www.mrdomain.com/   Blog: http://www.dominitis.com/   "
"2242","Media Temple","IT Infrastructure",NULL,NULL,NULL,"Media Temple provides reliable web hosting and cloud hosting at a premium service level. Perfect for developers, web designers and content creators."
"2243","Midphase","IT Infrastructure",NULL,NULL,NULL,"Midphase is your one‐stop solution for website and email hosting, site building and domain management."
"2244","Name.com","IT Infrastructure",NULL,NULL,NULL,"Your website awaits at Name.com, a trusted registrar since 2003. Buy affordable domain names. Get help 7 days a week from the best customer support in the business. Building sites is easy with Name.com"
"2245","MyDomain","IT Infrastructure",NULL,NULL,NULL,"Small business web hosting offering additional business services such as: domain name registrations, email accounts, web services, and various small business solutions."
"2246","NameHero","IT Infrastructure",NULL,NULL,NULL,"Name Hero offers high speed WordPress hosting for your website.  Reseller hosting & VPS hosting experts powering thousands of happy customers!"
"2247","NameSilo","IT Infrastructure",NULL,NULL,NULL,"Cheap domain names with NameSilo: Cheapest everyday domain name registration prices, free WHOIS privacy, free domain parking, secure API, no hidden fees, no minimum orders, no renewal upcharges, fast registration, fast renewals and no-hassle experience..."
"2248","Netim","IT Infrastructure",NULL,NULL,NULL,"Register your domain name across 800 extensions. NETIM is a ICANN accredited registrar providing domain names, web hosting, SSL certificates and emails services. "
"2249","Name ISP","IT Infrastructure",NULL,NULL,NULL,"Name ISP register domain names in over 1000 top level domains. We also offer services such as domain management, Premium DNS, snapback and escrow."
"2250","Netumo","IT Infrastructure",NULL,NULL,NULL,"Netumo is a platform that ensures your site is healthy from uptime monitoring, security scans, performance checks higher RTO, and more."
"2251","NR Hosting","IT Infrastructure",NULL,NULL,NULL,"NR Hosting is the leading provider of web hosting, VPS, cloud server & dedicated server. Buy the best hosting from NR Hosting and experience a fast website."
"2252","PacificHost","IT Infrastructure",NULL,NULL,NULL,"Leader in Quality cPanel Website Hosting, Budget cPanel Hosting, FFmpeg Hosting, Shared Hosting and Joomla Hosting we support a wide variety of scripts and features with premium support and quality hardware."
"2253","Presslabs","IT Infrastructure",NULL,NULL,NULL,"High-performance hosting and Business Intelligence for the WordPress sites you care about. Measure Quality of Service everywhere, permanently."
"2254","pair Networks","IT Infrastructure",NULL,NULL,NULL,"Web Hosting by pair Networks, a reliable World Class hosting service. Shared hosting, virtual private servers, dedicated, cloud, and domain registration."
"2255","Punktum","IT Infrastructure",NULL,NULL,NULL,"Punktum dk is the administrator for domain names ending in .dk."
"2256","REG.RU","IT Infrastructure",NULL,NULL,NULL,"The REG.RU domain name registrar is the largest Russian accredited registrar which has been operating since 2006."
"2257","Rocket.net","IT Infrastructure",NULL,NULL,NULL,"Grow your business with lightning-fast, secure and fully-optimized websites that are easy to set up & manage."
"2258","Servage","IT Infrastructure",NULL,NULL,NULL,"Servage GmbH is a German web hosting provider headquartered in Flensburg, Germany."
"2259","RoseHosting.com","IT Infrastructure",NULL,NULL,NULL,"Low Cost Managed Linux VPS with 24x7 US-based Support, free weekly backups, free website migration and 99.99% Uptime"
"2260","ServerPilot","IT Infrastructure",NULL,NULL,NULL,"ServerPilot is a secure control panel optimized for hosting WordPress and PHP websites on cloud servers.    ServerPilot does not provide servers. Instead, we make it easy to host PHP sites on your own servers. Those servers can be cloud servers, VPSes,..."
"2261","Torch Soft","IT Infrastructure",NULL,NULL,NULL,"Torch Soft offers two powerful products: Registry Workshop, an advanced registry editor that is a perfect replacement for RegEdit and RegEdt, and ASCII Art Studio Freeware, a powerful ASCII Art editor that allows users to quickly and easily make their own ASCII Art."
"2262","Web.com","IT Infrastructure",NULL,NULL,NULL,"Web.com Group Inc. is an American company headquartered in Jacksonville, Florida that provides domain name registration and web development services."
"2263","turbopuffer","IT Infrastructure",NULL,NULL,NULL,"Turbopuffer provides web hosting and domain services, offering reliable and scalable solutions for businesses of all sizes."
"2264","VERISIGN","IT Infrastructure",NULL,NULL,NULL,"Verisign enables the security, stability and resiliency of key internet infrastructure and services, including the .com and .net domains. The domains that define the internet are Powered by Verisign."
"2265","Web Hosting Hub","IT Infrastructure",NULL,NULL,NULL,"Web Hosting Hub is a leading provider of web hosting. Discover why over 40000 happy customers trust us for their reliable, secure and affordable hosting needs."
"2266","Webhost UK","IT Infrastructure",NULL,NULL,NULL,"Best UK Web Hosting for Shared, Reseller, Cloud VPS servers, personal/business website starts just from £1 /month, with 99.9% Uptime Guarantee and 24/7 Support."
"2267","ZeroLag Hosting","IT Infrastructure",NULL,NULL,NULL,"Managed hosting for web sites, applications, and e-commerce. Magento Platinum Hosting Partner, Dell Cloud Partner, and Microsoft Silver Hosting Partner."
"2268","WHMCS","IT Infrastructure",NULL,NULL,NULL,"WHMCS is a comprehensive web hosting automation platform designed to simplify and automate daily tasks and operations for businesses of all sizes. It offers features such as automated billing, integrated support tools, secure and scalable solutions, and is backed by an exceptional support team."
"2269","WooServers","IT Infrastructure",NULL,NULL,NULL,"WooServers Cloud Solutions offers high-performance, scalable cloud infrastructure for various industries and applications, utilizing the latest Intel Xeon E processors for unmatched power and flexibility. With a wide range of services including cloud SSD instances, edge compute, Windows server instances, DDoS protection, private cloud setup, and GPU instances, WooServers also provides global datacenters and competitive pricing."
"2270","ZeroFOX","Data Analytics and Management","19083.00","73564.00","39769.00","ZeroFOX detects and remediates threats to your business and employees on social, mobile, digital and collaboration platforms."
